name,start_date,end_date,location,link,geographical_region,keywords
2024.02.24 桃園市-統領廣場X微瘋市集,2024-02-24,2024-02-24,桃園市,https://www.twmarket.tw/?p=47105,北臺灣,#2月 #桃園統領廣場 #桃園 #統領廣場 #市集 #手作市集 #商場 #百貨 #賣場 #商圈 #桃園市集
2024.02.24 臺中市-善愛分享-公益市集活動,2024-02-24,2024-02-24,台中市,https://www.twmarket.tw/?p=47375,中臺灣,
2024.02.24 高雄市-溫度逝光x台塑王氏昆仲公園x甜點控食記-元宵夜,2024-02-24,2024-02-24,高雄市,https://www.twmarket.tw/?p=47659,南臺灣,
2024.02.24-25 高雄市 – 華韻初上 迎春市集,2024-02-24,2024-02-25,高雄市,https://www.twmarket.tw/?p=47340,南臺灣,#不會日曬的市集
2024.02.24~25 台北市-元宵節逛紀州庵文學森林市集,2024-02-24,2024-02-25,台北市,https://www.twmarket.tw/?p=47946,北臺灣,#主辦單位具有保留活動調整之權利
2024.02.24~25 台北市-樹人減碳生活市集,2024-02-24,2024-02-25,台北市,https://www.twmarket.tw/?p=48063,北臺灣,#2月市集 #樹人減碳生活市集 #免曬太陽市集 #科教館 #台北市 #2月市集 #樹人減碳生活市集 #免曬太陽市集 #科教館 #台北市 #2月市集 #樹人減碳生活市集 #免曬太陽市集 #科教館 #台北市 #2月市集 #樹人減碳生活市集 #免曬太陽市集 #科教館 #台北市
2024.02.24~25 新竹市-快樂元宵in將軍村,2024-02-24,2024-02-25,新竹市,https://www.twmarket.tw/?p=48032,北臺灣,#2月 #新竹市 #將軍村 #元宵
2024.02~04月 桃園市-春季市集,2024-02-01,2024-04-30,桃園市,https://www.twmarket.tw/?p=47804,北臺灣,#2月 #3月 #4月 #桃園 #機場捷運A8 #長庚醫院站 #新年市集 #寄售 #櫃位 #快閃店
遠百桃園店2/12-2/18綠意廣場新春市集,2024-02-12,2024-02-18,桃園市,https://www.twmarket.tw/?p=47802,北臺灣,#2月 #桃園市 #遠東百貨桃園店 #綠意廣場市集 #好識集 #新春市集
2024.03.01~03 新北市-淡水捷運2號出口廣場,2024-03-01,2024-03-03,新北市,https://www.twmarket.tw/?p=47902,北臺灣,
2024.03.01~25 台南市-神農五八市集,2024-03-01,2024-03-25,台南市,https://www.twmarket.tw/?p=47959,南臺灣,
2024.03.02 新北市-IVE演唱會2024台北站｜IVE THE 1ST WORLD TOUR ＜SHOW WHAT I HAVE,2024-03-02,2024-03-02,台北市,https://www.twmarket.tw/?p=47174,北臺灣,
2024.03.02-03 高雄市-春悸邂逅,2024-03-02,2024-03-03,高雄市,https://www.twmarket.tw/?p=48178,南臺灣,#3月 #高雄 #市集 #高雄市集 #招商 #付費市集 #文創 #手作 #新光三越 #假日市集 #趴兔市集 #3 # # # # # # # # #假日市集 #趴兔市集
2024.03.02~03 台中市-佳境共好市集,2024-03-02,2024-03-03,台中市,https://www.twmarket.tw/?p=48119,中臺灣,
2024.03.02~03 台中市-飛爾市集·米平方商場,2024-03-02,2024-03-03,台中市,https://www.twmarket.tw/?p=48045,中臺灣,
2024.03.02~03 桃園市-八德-麥噹噹歡樂親子微瘋市集,2024-03-02,2024-03-03,桃園市,https://www.twmarket.tw/?p=48135,北臺灣,#3月 #桃園 #八德 #置地生活廣場 #手作市集 #手作 #市集 #百貨 #商場 #賣場 #社區 #輕食
2024.03.02~03 桃園市-桃園/八德置地生活廣場x生機勃勃微瘋市集~,2024-03-02,2024-03-03,桃園市,https://www.twmarket.tw/?p=47796,北臺灣,#3月 #桃園 #八德 #置地生活廣場 #手作市集 #手作 #市集 #百貨 #商場 #賣場 #社區 #輕食
2024.03.04~29 新北市-輔大市集FUJEN PLAZA,2024-03-04,2024-03-29,新北市,https://www.twmarket.tw/?p=47943,北臺灣,#報名中 #輔大 #輔大市集 #招募中 #校園 #校園市集 #校園市集活動 #3月市集 #北部 #輔仁大學
2024.03.08 新北市-女人與寵物身心靈家居時尚市集,2024-03-08,2024-03-08,新北市,https://www.twmarket.tw/?p=47231,北臺灣,#3月 #淡水捷運站10號廣場 #淡水 #捷運站 #10號廣場 #文創 #市集 #手作市集 #文創市集 #家居 #寵物 #萌寵 #時尚 #家居時尚 #時尚市集 #家居市集 #老街 #景點 #廣場
2024.03.08~10 台北市-淡水捷運10號廣場-微瘋市集~咖啡與品酒文化🥂,2024-03-08,2024-03-10,台北市,https://www.twmarket.tw/?p=48286,北臺灣,#3月 #台北 #淡水 #捷運站 #淡水捷運站 #10號廣場 #淡水捷運10號廣場 #咖啡 #酒 #品酒 #文化節 #市集
2024.03.08~10 桃園市-桃園中茂新天地,2024-03-08,2024-03-10,桃園市,https://www.twmarket.tw/?p=47906,北臺灣,
2024.03.08~11 台北市-旅遊好好玩手作創意市集,2024-03-08,2024-03-11,台北市,https://www.twmarket.tw/?p=48090,北臺灣,◎聯絡方式：02-2881-4888#17
2024.03.09 台北市-朶朶小語 春花の市-大安森,2024-03-09,2024-03-09,台北市,https://www.twmarket.tw/?p=47699,北臺灣,
2024.03.09~10 台中市-基好事吉,2024-03-09,2024-03-10,台中市,https://www.twmarket.tw/?p=47949,中臺灣,#3月 #台中市 #台灣民俗文物館#基好事吉 #招商中 #3月 #台中市 #台灣民俗文物館 #基好事吉 #招商中
2024.03.09~10 台中市-飛爾市集·一德洋樓,2024-03-09,2024-03-10,台中市,https://www.twmarket.tw/?p=48047,中臺灣,
2024.03.09~10 高雄市-啃泡市集Rainbow baby,2024-03-09,2024-03-10,高雄市,https://www.twmarket.tw/?p=48029,南臺灣,#左營新光三越 #啃泡市集Rainbowbaby #20240309至0310 #啃泡市集 #nibblebubble #Rainbowbaby
2024.03.10 台南市-大手拉小手 X趴兔市集,2024-03-10,2024-03-10,台南市,https://www.twmarket.tw/?p=48021,南臺灣,#3月 #台南 #市集 #台南市集 #招商 #付費市集 #美食 #文創 #手作 #餐車 #社區活動 #梅花里 #火舞表演 #街頭藝人 #3 # # # # # # # # # # #梅花里 #火舞表演 #街頭藝人
2024.03.12~16 台北市-北醫音樂祭,2024-03-12,2024-03-16,台北市,https://www.twmarket.tw/?p=48504,北臺灣,
2024.03.13 桃園市-萬市集 X 萬飾吉 生活便利市集,2024-03-13,2024-03-13,桃園市,https://www.twmarket.tw/?p=48116,北臺灣,#桃園市 #3月 #市集 #社區
2024.03.13~14 台南市-友DO市集『閩南-囡仔日』,2024-03-13,2024-03-14,台南市,https://www.twmarket.tw/?p=48315,南臺灣,
2024.03.15~17 台北市-三月圓山花博入口廣場,2024-03-15,2024-03-17,台北市,https://www.twmarket.tw/?p=48259,北臺灣,#3月 #台北 #圓山 #捷運站 #圓山捷運站 #花博 #圓山花博 #花博入口廣場 #廣場 #捷運站廣場 #3月 #台北 #圓山 #捷運站 #圓山捷運站 #花博 #圓山花博 #花博入口廣場 #廣場 #捷運站廣場 #3月 #台北 #圓山 #捷運站 #圓山捷運站 #花博 #圓山花博 #花博入口廣場 #廣場 #捷運站廣場 #3月 #台北 #圓山 #捷運站 #圓山捷運站 #花博 #圓山花博 #花博入口廣場 #廣場 #捷運站廣場 #3月 #台北 #圓山 #捷運站 #圓山捷運站 #花博 #圓山花博 #花博入口廣場 #廣場 #捷運站廣場
2024.03.15~17 新北市-新店碧潭捷運站(雨遮),2024-03-15,2024-03-17,新北市,https://www.twmarket.tw/?p=48068,北臺灣,
2024.03.16 台中市-台中太平枇杷節,2024-03-16,2024-03-16,台中市,https://www.twmarket.tw/?p=48215,中臺灣,#4月#台中市政府#台中#枇杷節#太平枇杷節#市集招商#市集招募
2024.03.16 台北市-中正紀念堂X體育賽事,2024-03-16,2024-03-16,台北市,https://www.twmarket.tw/?p=48230,北臺灣,
2024.03.16 台北市-蘿莉塔故事市集-狐步童話,2024-03-16,2024-03-16,台北市,https://www.twmarket.tw/?p=47723,北臺灣,
2024.03.16 台北市-龍山地下桌遊市集,2024-03-16,2024-03-16,台北市,https://www.twmarket.tw/?p=47709,北臺灣,#台北市集 #龍山寺 #攤位招商 #台北市集 #龍山寺 #攤位招商
2024.03.16 桃園市-3月桃園統領廣場X微瘋市集,2024-03-16,2024-03-16,桃園市,https://www.twmarket.tw/?p=47663,北臺灣,#3月 #桃園統領廣場 #桃園 #統領廣場 #市集 #手作市集 #商場 #百貨 #賣場 #商圈 #桃園市集
2024.03.16-3.17 高雄市-啃泡市集 ✖ 高級美食・第一話,2024-03-16,2024-03-16,高雄市,https://www.twmarket.tw/?p=47265,南臺灣,#高雄市 #3月 #蓬萊倉庫 #啃泡市集 #nibblebubble #高級美食·第一話 #藝文展覽
2024.03.16~17 台北市-大葉高島屋春紛寵物市集-168幸福市集,2024-03-16,2024-03-17,台北市,https://www.twmarket.tw/?p=47495,北臺灣,
2024.03.16~17 台北市-散步遊者市集-松菸場,2024-03-16,2024-03-17,台北市,https://www.twmarket.tw/?p=48124,北臺灣,#3月 #台北市 #松菸 #3月 #台北市 #松菸 #3月 #3月 #台北市 #台北市 #松菸 #松菸 ｜#散步遊者市集｜#品牌招募｜ ｜#散步遊者市集｜#品牌招募｜ #散步遊者市集 #散步遊者市集 #品牌招募 #品牌招募
2024.03.16~17 桃園市-春意盎然，微瘋市集新生機 ！,2024-03-16,2024-03-17,桃園市,https://www.twmarket.tw/?p=48060,北臺灣,#3月 #桃園 #八德 #置地生活廣場 #手作市集 #手作 #市集 #百貨 #商場 #賣場 #社區 #輕食
2024.03.16~17 桃園市-麥噹噹歡樂親子微瘋市集,2024-03-16,2024-03-17,桃園市,https://www.twmarket.tw/?p=48222,北臺灣,#3月 #桃園 #八德 #八德置地生活廣場 #麥當勞 #親子 #市集 #親子市集 #手作 #手作市集 #文創 #文創市集 #商場 #百貨 #賣場 #商圈 #社區
"2024.03.18 台南市-友DO市集『南臺Yoür,TH青春市集』",2024-03-18,2024-03-18,台南市,https://www.twmarket.tw/?p=48305,南臺灣,
2024.03.20 桃園市-平價便利市集,2024-03-20,2024-03-20,桃園市,https://www.twmarket.tw/?p=48580,北臺灣,#桃園市 #3月 #市集 #社區 #平日
2024.03.22~24 台北市-信義商圈香堤大道廣場,2024-03-22,2024-03-24,台北市,https://www.twmarket.tw/?p=47916,北臺灣,"#3月 #台北市集 #信義商圈 #香堤大道廣場 #168幸福市集＃主題：信義商圈幸福市集＃日期：2024/03/22.23.24（五六日）＃時間：11:00-21:30＃攤數：24格＃地點：信義商圈香堤大道廣場(新光三越A8與微風廣場之間)＃地址：捷運市政府站3號出口步行2分鐘＃招募：文創手作(優先),輕食.伴手禮..工商品牌推廣⋯＃設備：含3*3米帳棚 #3月 #台北市集 #信義商圈 #香堤大道廣場 #168幸福市集 #3月 #台北市集 #信義商圈 #香堤大道廣場 #168幸福市集"
2024.03.22~24 台北市-台北圓山花博,2024-03-22,2024-03-24,台北市,https://www.twmarket.tw/?p=47910,北臺灣,#3月 #台北市集 #圓山花博公園 #168幸福市集 #3月 #台北市集 #圓山花博公園 #168幸福市集 #3月 #台北市集 #圓山花博公園 #168幸福市集 #3月 #台北市集 #圓山花博公園 #168幸福市集
2024.03.22~24 台北市-松山車站西側圓頂廣場,2024-03-22,2024-03-24,台北市,https://www.twmarket.tw/?p=48239,北臺灣,#3月 #台北市集 #松山車站 #CITYLINK松山店 #168幸福市集＃主題：168幸福市集x松山車站x潤泰集團x松山捷運＃日期：2024/03/22.23.24（五六日）＃時間：12:00-20:00＃攤數：20座（使用豪華木座組）＃地點：松山車站西側圓頂廣場＃地址：台北市信義區松山路11號＃招募：文創. #3月 #台北市集 #松山車站 #CITYLINK松山店 #168幸福市集
2024.03.22~25 台北市-蔬食創意市集,2024-03-22,2024-03-25,台北市,https://www.twmarket.tw/?p=48097,北臺灣,◎聯絡方式：02-2881-4888#17 02-2881-4888#17
2024.03.23 台北市-櫻花樹下的毛孩樂園,2024-03-23,2024-03-23,台北市,https://www.twmarket.tw/?p=47702,北臺灣,
2024.03.23 臺中市-清新溫泉飯店 文創X二手市集,2024-03-23,2024-03-23,台中市,https://www.twmarket.tw/?p=48185,中臺灣,
2024.03.23~24 台中市-飛爾市集·迪卡儂の二手市集,2024-03-23,2024-03-24,台中市,https://www.twmarket.tw/?p=48051,中臺灣,
2024.03.23~24 台北市 GE創市集招募,2024-03-23,2024-03-24,台北市,https://www.twmarket.tw/?p=47984,北臺灣,#美麗華摩天輪#NOKE 忠泰樂生活#市集 #台北市集 #假日市集 #週末市集 #北區市集 #美麗華摩天輪#NOKE 忠泰樂生活#市集 #台北市集 #假日市集 #週末市集 #北區市集 #美麗華摩天輪 #台北市集 #假日市集 #週末市集 #北區市集
2024.03.23~24 台北市-大稻埕x外星人尋寶記,2024-03-23,2024-03-24,台北市,https://www.twmarket.tw/?p=48188,北臺灣,
2024.03.23~24 台北市-春之三重奏 植感市集,2024-03-23,2024-03-24,台北市,https://www.twmarket.tw/?p=48106,北臺灣,
2024.03.23~24 台北市-松菸微醺派對,2024-03-23,2024-03-24,台北市,https://www.twmarket.tw/?p=47941,北臺灣,#松菸 #松菸 #松菸 #松菸
2024.03.23~24 台北市-穿越新東方妝藝大遊行東方市集,2024-03-23,2024-03-24,台北市,https://www.twmarket.tw/?p=47929,北臺灣,
2024.03.23~24 新北市-2024新北春紛節_萌寵市集 招商中,2024-03-23,2024-03-24,新北市,https://www.twmarket.tw/?p=47799,北臺灣,#3月份 #新北市 #春紛節 #大都會公園 #三重捷運站 #3月份 #新北市 #春紛節 #大都會公園 #三重捷運站 #3月份 #新北市 #春紛節 #大都會公園 #三重捷運站
2024.03.23~24 桃園市-微瘋市集—三月桃園場,2024-03-23,2024-03-24,桃園市,https://www.twmarket.tw/?p=48560,北臺灣,#3月 #桃園 #桃園市 #桃園區 #公園 #親子公園 #市集 #公園市集
2024.03.23~24 高雄市-《友DO市集 x 漫活昇市》,2024-03-23,2024-03-24,高雄市,https://www.twmarket.tw/?p=48309,南臺灣,
2024.03.29 台北市-無邊境 經典市集,2024-03-29,2024-03-29,台北市,https://www.twmarket.tw/?p=47485,北臺灣,
2024.03.29 基隆市-反毒特展記者會市集活動,2024-03-29,2024-03-29,基隆市,https://www.twmarket.tw/?p=48027,北臺灣,
2024.03.29~04月 台北市-心中山｜ESG 節能減碳市集好日市集,2024-03-29,2024-03-04,台北市,https://www.twmarket.tw/?p=48152,北臺灣,
2024.03.29~31 桃園市-三月桃園中壢銀河廣場美艷市集,2024-03-29,2024-03-31,桃園市,https://www.twmarket.tw/?p=48121,北臺灣,
2024.03.29~31 桃園市-中壢銀河廣場美艷市集,2024-03-29,2024-03-31,桃園市,https://www.twmarket.tw/?p=48450,北臺灣,#3月 #桃園 #中壢 #銀河廣場 #廣場 #市集 #手作 #手作市集 #中壢SOGO #SOGO #影城
2024.03.30 台中市-莎拉潶市集,2024-03-30,2024-03-30,台中市,https://www.twmarket.tw/?p=48622,中臺灣,(歡迎攤商提供禮品增加曝光度)#台中里民活動 #兒童節活動 #假日市集 #台中市集 #公園市集 #莎拉潶市集 #台中假日活動 #西區大忠里 #公園活動
2024.03.30~31 台北市-樹人減碳生活市集,2024-03-30,2024-03-31,台北市,https://www.twmarket.tw/?p=48664,北臺灣,#3月市集 #樹人減碳生活市集 #免曬太陽市集 #科教館 #台北市 #3月市集 #樹人減碳生活市集 #免曬太陽市集 #科教館 #台北市 #3月市集 #3月市集 #樹人減碳生活市集 #樹人減碳生活市集 #免曬太陽市集 #免曬太陽市集 #科教館 #科教館 #台北市 #台北市
2024.03.30~31 台北市-毛孩的春趣野味 寵物市集(淡水捷運站場次),2024-03-30,2024-03-31,台北市,https://www.twmarket.tw/?p=47974,北臺灣,
2024.03.30~31 台北市-毛孩的春趣野味寵物市集(圓山捷運站場次),2024-03-30,2024-03-31,台北市,https://www.twmarket.tw/?p=47978,北臺灣,
2024.03.30~31 桃園市-桃園總圖(大型活動),2024-03-30,2024-03-31,桃園市,https://www.twmarket.tw/?p=47499,北臺灣,
2024.03.30~31 高雄市-《友DO市集 x 閩南-囝仔日》,2024-03-30,2024-03-31,高雄市,https://www.twmarket.tw/?p=48307,南臺灣,
2024.03.31 彰化縣-莎拉潶市集,2024-03-31,2024-03-31,彰化縣,https://www.twmarket.tw/?p=48625,中臺灣,魔術秀、氣球秀、吉他演唱#彰化市集 #彰化活動 #彰化和美鎮 #彰化野餐市集 #莎拉潶市集#和美 #野餐市集－－📍報名請私訊官方帳號
2024.03~04月 新竹市-春季手作市集,2024-03-01,2024-04-30,新竹市,https://www.twmarket.tw/?p=48129,北臺灣,#3月 #4月 #新竹 #遠百竹北 #春季市集 #不用排班 #櫃位 #快閃店 #寄售
2024.03~04月 新竹市-純市集x將軍村-眷春特輯,2024-03-01,2024-04-30,新竹市,https://www.twmarket.tw/?p=48435,北臺灣,#三月 #四月 #新竹市 #將軍村 #兒童節
2024.03~04月 桃園市-微瘋市集-三、四月桃園場,2024-03-01,2024-04-30,桃園市,https://www.twmarket.tw/?p=48292,北臺灣,#3月 #4月 #桃園 #桃園市 #桃園區 #公園 #三民運動公園 #風 #同安親子公園 #市集 #公園市集
2024.03~04月 高雄夢時代x芮蜜渠創,2024-03-01,2024-04-30,高雄市,https://www.twmarket.tw/?p=47898,南臺灣,#3月 #4月 #高雄市 #高雄夢時代 #櫻花季音樂節 #路跑活動 #情人節 #清明連假 #攤櫃招商 #室內寄售 #無須站櫃 #熱烈招募中 #3 #4月 # #高雄夢時代 #櫻花季音樂節 #路跑活動 #情人節 #清明連假 # #室內寄售 #無須站櫃 #熱烈招募中
2024.03~06月 台北市-四四南村 一期一會 x緣分集散地,2024-03-01,2024-06-30,台北市,https://www.twmarket.tw/?p=48145,北臺灣,
2024.3.23~3.24 高雄市-高雄美食・第二話,2024-03-23,2024-03-24,高雄市,https://www.twmarket.tw/?p=48006,南臺灣,#高雄市 #3月#大義區紅磚廊道 #啃泡市集 #nibblebubble #高級美食·第二話 #藝文展覽
2020.04.20~21 臺北市-過手職人市集【花綻】,2020-04-20,2020-04-21,台北市,https://www.twmarket.tw/?p=48142,北臺灣,
2024.04.01~30 台中市/兒童藝術節市集,2024-04-01,2024-04-30,台中市,https://www.twmarket.tw/?p=48210,中臺灣,#4月#台中市政府#台中#兒童節#兒童藝術節#市集招商#市集招募
2024.04.03 新竹縣-竹東遊樂園 童猴高,2024-04-03,2024-04-03,新竹縣,https://www.twmarket.tw/?p=48471,北臺灣,電話:02-2975-4400#25
2024.04.04~05 基隆市-島嶼好宅相談所｜三保FUN市集,2024-04-04,2024-04-05,基隆市,https://www.twmarket.tw/?p=48485,北臺灣,#4月 #基隆市 #和平島地質公園 #市集招募 #三保FUN市集 #島嶼好宅相談所｜三保FUN市集 #攤主招募中 #動物相關
2024.04.04~07 台中市-飛爾市集·兒童節派對,2024-04-04,2024-04-07,台中市,https://www.twmarket.tw/?p=48829,中臺灣,
2024.04.04~07 台北市-童繪村 心中的孩子 彩繪市集,2024-04-04,2024-04-07,台北市,https://www.twmarket.tw/?p=48369,北臺灣,
2024.04.04~07 台南市-友DO市集『閩南-囡仔日❶』,2024-04-04,2024-04-07,台南市,https://www.twmarket.tw/?p=48317,南臺灣,
2024.04.04~07 台南市-心花怒fun X趴兔市集,2024-04-04,2024-04-07,台南市,https://www.twmarket.tw/?p=48870,南臺灣,#四月 #周末 #市集招商 #市集 #台南市集 #台南 #台南景點 #四月活動 #周末踏青 #假日 #市集活動 #趴兔市集 #中西區 #付費市集 #假日市集 #百貨商圈 #周末出遊 #常駐市集 #市集報名 #文創市集 #特色餐車 #市品選物 #手作小物 #街頭藝人
2024.04.04~07 新北市-小碧潭捷運站4樓-清明連假,2024-04-04,2024-04-07,新北市,https://www.twmarket.tw/?p=47904,北臺灣,#4月 #新北市集 #小碧潭捷運站 #美河市購物商場 #168幸福市集＃主題：小碧潭捷運站4樓-168幸福市集（室內場不怕風雨）＃日期：2024/04/04.05.06.07（四天-清明連假）＃時間：11:00-20:00＃攤數：16格 #4月 #新北市集 #小碧潭捷運站 #美河市購物商場 #168幸福市集
2024.04.04~07 新北市-潘朵拉空軍三重一村→藝童趣嬌遊,2024-04-04,2024-04-07,新北市,https://www.twmarket.tw/?p=48429,北臺灣,#4月 #台北市 #三重區 #空軍三重一村 #藝童趣嬌遊 #兒童節連假
2024.04.04~07 高雄市-友DO市集 x 我在岡山不是山⁰⁴⁰⁴,2024-04-04,2024-04-07,高雄市,https://www.twmarket.tw/?p=48311,南臺灣,
2024.04.04~07 高雄市-散步遊者市集 童心協奏-衛武營藝術文化中心｜北廣場,2024-04-04,2024-04-07,高雄市,https://www.twmarket.tw/?p=48289,南臺灣,#4月｜#高雄市｜#衛武營 #4月｜#高雄市｜#衛武營 #4月 #4月 #高雄市 #高雄市 #衛武營 #衛武營 ｜#散步遊者市集｜#品牌招募｜ ｜#散步遊者市集｜#品牌招募｜ #散步遊者市集 #散步遊者市集 #品牌招募 #品牌招募
2024.04.04~07 高雄市-溫度逝光X高雄流行音樂中心X星空物語-水母際 Part2,2024-04-04,2024-04-07,高雄市,https://www.twmarket.tw/?p=48464,南臺灣,
2024.04.04~07-新北市-新店碧潭捷運站(遮雨廊道)-清明連假,2024-04-04,2024-04-07,新北市,https://www.twmarket.tw/?p=48387,北臺灣,#4月 #新北市集 #新店捷運站 #碧潭站 #168幸福市集＃主題：新店捷運站(碧潭)廣場X168幸福市集 #4月 #新北市集 #新店捷運站 #碧潭站 #168幸福市集
2024.04.04~28 台北市-西紅市創意市集,2024-04-04,2024-04-28,台北市,https://www.twmarket.tw/?p=48645,北臺灣,#四月 #西門町 #西門紅樓 #攤商招募 #四月 #西門町 #西門紅樓 #攤商招募 #西門捷運站一號出口 #西門捷運站一號出口 #西門紅樓的各國觀光客 #西門紅樓的各國觀光客 #西紅市創意市集的行列吧 #西紅市創意市集的行列吧 #初步錄取名單 #初步錄取名單 #初步錄取名單 #初步錄取名單 #初步錄取名單 #38 #38
2024.04.04~28 台南市-神農五八市集,2024-04-04,2024-04-28,台南市,https://www.twmarket.tw/?p=48206,南臺灣,#4月 #臺南 #台南 #台南市中西區 #神農街 #付費市集 #20240404-20240428#神農五八市集 #CHILL
2024.04.05~07 桃園市-樹人減碳生活市集x統領廣場Tonlin Plaza,2024-04-05,2024-04-07,桃園市,https://www.twmarket.tw/?p=48725,北臺灣,
2024.04.06~07 台中市-飛爾市集。米平方商場,2024-04-06,2024-04-07,台中市,https://www.twmarket.tw/?p=48831,中臺灣,
2024.04.06~07 台北市-城市花伴 春の市,2024-04-06,2024-04-07,台北市,https://www.twmarket.tw/?p=48375,北臺灣,
2024.04.06~07 嘉義市 -家樂虎迷你市集,2024-04-06,2024-04-07,嘉義市,https://www.twmarket.tw/?p=48156,南臺灣,#家樂虎迷你市集 招商中#家樂福嘉義店
2024.04.06~07 桃園市-八德-麥噹噹歡樂親子微瘋市集,2024-04-06,2024-04-07,桃園市,https://www.twmarket.tw/?p=48480,北臺灣,#4月 #桃園 #八德 #八德置地生活廣場 #麥當勞 #親子 #市集 #親子市集 #手作 #手作市集 #文創 #文創市集 #商場 #百貨 #賣場 #商圈 #社區
2024.04.06~07 桃園市-八德置地生活廣場X微瘋市集,2024-04-06,2024-04-07,桃園市,https://www.twmarket.tw/?p=48140,北臺灣,#4月 #桃園 #八德 #八德置地生活廣場 #廣豐新天地 #賣場 #商場 #社區 #手作 #市集 #手作市集 #假日 #假日市集 #文創 #文創市集
2024.04.08~30 新北市-輔大市集FUJEN PLAZA,2024-04-08,2024-04-30,新北市,https://www.twmarket.tw/?p=48818,北臺灣,#報名中 #輔大 #輔大市集 #招募中#校園 #校園市集 #校園市集活動 #4月市集 #北部 #輔仁大學《
2024.04.12~14 台北市-信義商圈香堤大道廣場,2024-04-12,2024-04-14,台北市,https://www.twmarket.tw/?p=48421,北臺灣,"#4月 #台北市集 #信義商圈 #香堤大道廣場 #168幸福市集＃主題：信義商圈幸福市集＃日期：2024/04/12~14（五六日）＃時間：11:00-21:30＃攤數：24格＃地點：信義商圈香堤大道廣場(新光三越A8與微風廣場之間)＃地址：捷運市政府站3號出口步行2分鐘＃招募：文創手作(優先),輕食.伴手禮..工商品牌推廣⋯＃設備：含3*3米帳棚 #4月 #台北市集 #信義商圈 #香堤大道廣場 #168幸福市集 #4月 #台北市集 #信義商圈 #香堤大道廣場 #168幸福市集"
2024.04.12~14 台北市-台北圓山花博,2024-04-12,2024-04-14,台北市,https://www.twmarket.tw/?p=47912,北臺灣,#4月 #台北市集 #圓山花博公園 #168幸福市集 #4月 #台北市集 #圓山花博公園 #168幸福市集 #4月 #台北市集 #圓山花博公園 #168幸福市集 #4月 #台北市集 #圓山花博公園 #168幸福市集
2024.04.12~14 台北市-微瘋市集—四月台北場,2024-04-12,2024-04-14,台北市,https://www.twmarket.tw/?p=48516,北臺灣,#4月 #台北 #公園 #榮星花園公園 #市集
2024.04.12~14 台北市-榮星花園,2024-04-12,2024-04-14,台北市,https://www.twmarket.tw/?p=48747,北臺灣,
2024.04.12~14 桃園市-桃園中茂新天地,2024-04-12,2024-04-14,桃園市,https://www.twmarket.tw/?p=48401,北臺灣,#4月 #桃園市集 #中茂新天地 #168幸福市集＃主題：桃園中茂新天地幸福假日市集＃日期：2024/04/12~14（五六日）＃時間：11:00-20:30＃攤數：16格 #4月 #桃園市集 #中茂新天地 #168幸福市集
2024.04.13-14 嘉義市-嘉裡有飾X趴兔市集,2024-04-13,2024-04-14,嘉義市,https://www.twmarket.tw/?p=48872,南臺灣,#四月 #周末 #市集招商 #市集 #嘉義市集 #嘉義 #嘉義景點 #四月活動 #周末踏青 #假日 #市集活動 #趴兔市集 #付費市集 #假日市集 #百貨商圈 #周末出遊 #常駐市集 #市集報名 #文創市集 #特色餐車 #市品選物 #手作小物 #街頭藝人
2024.04.13(六)嘉義市環保局地球日活動+吃食攤商,2024-04-13,2024-04-13,嘉義市,https://www.twmarket.tw/?p=48358,南臺灣,05-2251775#4113鄭小姐 05-2251775#4113鄭小姐 05-2251775#4113鄭小姐
2024.04.13~14 台北市-春日繽紛 花之旅 市集,2024-04-13,2024-04-14,台北市,https://www.twmarket.tw/?p=48366,北臺灣,
2024.04.13~14 台北市-時光柑仔店 懷舊市集,2024-04-13,2024-04-14,台北市,https://www.twmarket.tw/?p=48378,北臺灣,
2024.04.13~14 台南市-戀花季 手作。春物市集 四月南紡,2024-04-13,2024-04-14,台南市,https://www.twmarket.tw/?p=47981,南臺灣,
2024.04.13~14 新北市-永和愛夢想市集-草地園遊會,2024-04-13,2024-04-14,新北市,https://www.twmarket.tw/?p=48826,北臺灣,
2024.04.13~28 台中市-假日市集,2024-04-13,2024-04-28,台中市,https://www.twmarket.tw/?p=49042,中臺灣,
2024.04.13~28台北市-逗號市集(四月兩場),2024-04-13,2024-04-28,台北市,https://www.twmarket.tw/?p=48884,北臺灣,
2024.04.19 桃園市-萬市集 X 萬飾吉 生活便利市集,2024-04-19,2024-04-19,桃園市,https://www.twmarket.tw/?p=48994,北臺灣,#桃園市 #4月 #市集 #社區 #平日🧸萬市集
2024.04.20 台中市-清新文創X二手市集,2024-04-20,2024-04-20,台中市,https://www.twmarket.tw/?p=48728,中臺灣,
2024.04.20 新竹市- 國立陽明交通大學-永續市集,2024-04-20,2024-04-20,新竹市,https://www.twmarket.tw/?p=48823,北臺灣,#4月 #新竹 #交通大學 #免攤位費 #好日市集 #4月 #4月 #新竹 #新竹 #交通大學 #交通大學 #免攤位費 #免攤位費 #好日市集 #好日市集
